Category	Kingdom	Group Name	Species Common Name	Taxonomy	Order	Family	Genus	Species	Synonym
Invertebrates	Animals	Butterflies	Solander's Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Heteronympha	solandri 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	sp.	
Invertebrates	Animals	Butterflies	Orange Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	adiante 	
Invertebrates	Animals	Butterflies	Orange Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	adiante adiante	
Invertebrates	Animals	Butterflies	Orange Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	adiante antirius	
Invertebrates	Animals	Butterflies	Pied Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	angustata 	
Invertebrates	Animals	Butterflies	Pied Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	angustata angustata	
Invertebrates	Animals	Butterflies	Rock Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	euphemia 	
Invertebrates	Animals	Butterflies	Orange-streaked Ringlet 	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	irius 	
Invertebrates	Animals	Butterflies	Brown Ringlet	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	metirius 	
Invertebrates	Animals	Butterflies	Grey Ringlet 	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Hypocysta	pseudirius 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Nesoxenica	sp.	
Invertebrates	Animals	Butterflies	Tasmanian Xenica	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Nesoxenica	leprea 	
Invertebrates	Animals	Butterflies	Tasmanian Xenica	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Nesoxenica	leprea elia	
Invertebrates	Animals	Butterflies	Tasmanian Xenica	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Nesoxenica	leprea leprea	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	sp.	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona 	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona abeona	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona albifascia	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona aurelia	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona morrisi	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona rawnsleyi	
Invertebrates	Animals	Butterflies	Varied Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	abeona regalis	
Invertebrates	Animals	Butterflies	Northern Sword-grass Brown	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Tisiphone	helena 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Ypthima	sp.	
Invertebrates	Animals	Butterflies	Dusky Knight 	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Ypthima	arctous 	
Invertebrates	Animals	Butterflies	Dusky Knight 	Animalia: Arthropoda: Insecta	Lepidoptera	Nymphalidae	Ypthima	arctous arctous	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Riodinidae		sp.	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Riodinidae	Praetaxila	sp.	
Invertebrates	Animals	Butterflies	Harlequin Metalmark	Animalia: Arthropoda: Insecta	Lepidoptera	Riodinidae	Praetaxila	segecia 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae		sp.	
Invertebrates	Animals	Butterflies	Harlequin Metalmark	Animalia: Arthropoda: Insecta	Lepidoptera	Riodinidae	Praetaxila	segecia punctaria	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Liphyra	sp.	
Invertebrates	Animals	Butterflies	Moth Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Liphyra	brassolis 	
Invertebrates	Animals	Butterflies	Moth Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Liphyra	brassolis major	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	sp.	
Invertebrates	Animals	Butterflies	Decima Ant-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	decima 	
Invertebrates	Animals	Butterflies	Black-veined Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	arcana 	
Invertebrates	Animals	Butterflies	Golden Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	aurata 	
Invertebrates	Animals	Butterflies	Bronze Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	brisbanensis 	
Invertebrates	Animals	Butterflies	Copper Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	cuprea 	
Invertebrates	Animals	Butterflies	Black Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	hirtipes 	
Invertebrates	Animals	Butterflies	Mangrove Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	illidgei 	
Invertebrates	Animals	Butterflies	Grey Ant-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	melania 	
Invertebrates	Animals	Butterflies	Brown Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	mortoni 	
Invertebrates	Animals	Butterflies	Small Ant-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Acrodipsas	myrmecophila 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	sp.	
Invertebrates	Animals	Butterflies	Coral Jewel	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	miskini 	
Invertebrates	Animals	Butterflies	Copper Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	apelles 	
Invertebrates	Animals	Butterflies	Copper Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	apelles apelles	
Invertebrates	Animals	Butterflies	Apollo Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	apollo 	
Invertebrates	Animals	Butterflies	Apollo Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	apollo apollo	
Invertebrates	Animals	Butterflies	Apollo Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	apollo phoebus	
Invertebrates	Animals	Butterflies	Yellow Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	byzos 	
Invertebrates	Animals	Butterflies	Jewel - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	chrysargyrus 	
Invertebrates	Animals	Butterflies	Splendid Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	cleon 	
Invertebrates	Animals	Butterflies	Cyane Jewel	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	cyane 	
Invertebrates	Animals	Butterflies	Moonlight Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	delicia 	
Invertebrates	Animals	Butterflies	Moonlight Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	delicia delicia	
Invertebrates	Animals	Butterflies	Moonlight Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	delicia duaringae	
Invertebrates	Animals	Butterflies	Silky Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	digglesii 	
Invertebrates	Animals	Butterflies	Amethyst Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	elgneri 	
Invertebrates	Animals	Butterflies	Amethyst Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	elgneri barnardi	
Invertebrates	Animals	Butterflies	Amethyst Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	elgneri elgneri	
Invertebrates	Animals	Butterflies	Mangrove Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	epicurus 	
Invertebrates	Animals	Butterflies	Turquoise Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	halyaetus 	
Invertebrates	Animals	Butterflies	Paradise Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	hippuris 	
Invertebrates	Animals	Butterflies	Paradise Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	hippuris nebulosis	
Invertebrates	Animals	Butterflies	Fiery Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	ignitus 	
Invertebrates	Animals	Butterflies	Fiery Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	ignitus chrysonotus	
Invertebrates	Animals	Butterflies	Fiery Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	ignitus erythrina	
Invertebrates	Animals	Butterflies	Fiery Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	ignitus ignitus	
Invertebrates	Animals	Butterflies	Fiery Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	ignitus olliffi	
Invertebrates	Animals	Butterflies	Narcissus Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	narcissus 	
Invertebrates	Animals	Butterflies	Narcissus Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	narcissus narcissus	
Invertebrates	Animals	Butterflies	Narcissus Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	narcissus sabirius	
Invertebrates	Animals	Butterflies	Bulloak Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	piceatus 	
Invertebrates	Animals	Butterflies	Royal Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	polycletus 	
Invertebrates	Animals	Butterflies	Royal Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	polycletus rex	
Invertebrates	Animals	Butterflies	Royal Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	polycletus rovena	
Invertebrates	Animals	Butterflies	Peacock Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	pythias 	
Invertebrates	Animals	Butterflies	Peacock Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	pythias drucei	
Invertebrates	Animals	Butterflies	Peacock Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	pythias euclides	
Invertebrates	Animals	Butterflies	Green-banded Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	theon 	
Invertebrates	Animals	Butterflies	Green-banded Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	theon johnsoni	
Invertebrates	Animals	Butterflies	Green-banded Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	theon cretatus	
Invertebrates	Animals	Butterflies	Green-banded Jewel 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypochrysops	theon medocus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Lucia	sp.	
Invertebrates	Animals	Butterflies	Chequered Copper 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Lucia	limbaria 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Paralucia	sp.	
Invertebrates	Animals	Butterflies	Bright Copper 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Paralucia	aurifer 	
Invertebrates	Animals	Butterflies	Dull Copper 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Paralucia	pyrodiscus 	
Invertebrates	Animals	Butterflies	Purple Copper	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Paralucia	spinifera 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	sp.	
Invertebrates	Animals	Butterflies	Azure Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	azula 	
Invertebrates	Animals	Butterflies	Large Moonbeam	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	diana 	
Invertebrates	Animals	Butterflies	Large Moonbeam	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	diana diana	
Invertebrates	Animals	Butterflies	Large Moonbeam	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	diana papuana	
Invertebrates	Animals	Butterflies	Bicolour Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	fulgens 	
Invertebrates	Animals	Butterflies	Bicolour Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	fulgens kurandae	
Invertebrates	Animals	Butterflies	Purple Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	innotata 	
Invertebrates	Animals	Butterflies	Blue Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	nitens 	
Invertebrates	Animals	Butterflies	Blue Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	nitens lucina	
Invertebrates	Animals	Butterflies	Blue Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	nitens nitens	
Invertebrates	Animals	Butterflies	Sapphire Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	sappheira 	
Invertebrates	Animals	Butterflies	Sapphire Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	sappheira manskei	
Invertebrates	Animals	Butterflies	White-margined Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	ziska 	
Invertebrates	Animals	Butterflies	White-margined Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	ziska ziska	
Invertebrates	Animals	Butterflies	White-margined Moonbeam 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Philiris	ziska titeus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudodipsas	sp.	
Invertebrates	Animals	Butterflies	Bright Forest-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudodipsas	cephenes 	
Invertebrates	Animals	Butterflies	Dark Forest-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudodipsas	eone 	
Invertebrates	Animals	Butterflies	Dark Forest-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudodipsas	eone iole	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	sp.	
Invertebrates	Animals	Butterflies	Oak-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	eupolis 	
Invertebrates	Animals	Butterflies	Oak-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	eupolis asopus	
Invertebrates	Animals	Butterflies	Oak-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	eupolis eupolis	
Invertebrates	Animals	Butterflies	Oak-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	philander 	
Invertebrates	Animals	Butterflies	Oak-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	philander gander	
Invertebrates	Animals	Butterflies	Dull Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	centaurus 	
Invertebrates	Animals	Butterflies	Dull Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	centaurus asopus	
Invertebrates	Animals	Butterflies	Dull Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	centaurus centaurus	
Invertebrates	Animals	Butterflies	Bright Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	madytus 	
Invertebrates	Animals	Butterflies	Shining Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	micale 	
Invertebrates	Animals	Butterflies	Shining Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	micale amydon	
Invertebrates	Animals	Butterflies	Shining Oak-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	micale amytis	
Invertebrates	Animals	Butterflies	White Oak Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	wildei 	
Invertebrates	Animals	Butterflies	White Oak Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Arhopala	wildei wildei	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	sp.	
Invertebrates	Animals	Butterflies	Eastern Large Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	halmaturia 	
Invertebrates	Animals	Butterflies	Dark Purple Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	abrota 	
Invertebrates	Animals	Butterflies	Cooktown Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	aenone 	
Invertebrates	Animals	Butterflies	Satin Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	amaryllis 	
Invertebrates	Animals	Butterflies	Satin Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	amaryllis amaryllis	
Invertebrates	Animals	Butterflies	Satin Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	amaryllis hewitsoni	
Invertebrates	Animals	Butterflies	Satin Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	amaryllis meridionalis	
Invertebrates	Animals	Butterflies	Bright Purple Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	barnardi 	
Invertebrates	Animals	Butterflies	Bright Purple Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	barnardi barnardi	
Invertebrates	Animals	Butterflies	Bright Purple Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	barnardi delphis	
Invertebrates	Animals	Butterflies	Southern Purple Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	genoveva 	
Invertebrates	Animals	Butterflies	Golden Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	ianthis 	
Invertebrates	Animals	Butterflies	Large Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	idmo 	
Invertebrates	Animals	Butterflies	Orange-tipped Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	iphis 	
Invertebrates	Animals	Butterflies	Orange-tipped Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	iphis doddi	
Invertebrates	Animals	Butterflies	Orange-tipped Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	iphis iphis	
Invertebrates	Animals	Butterflies	Broad-margined Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	olane 	
Invertebrates	Animals	Butterflies	Silky Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	oroetes 	
Invertebrates	Animals	Butterflies	Silky Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	oroetes apiculata	
Invertebrates	Animals	Butterflies	Silky Azure 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	oroetes oroetes	
Invertebrates	Animals	Butterflies	Small Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	otanes 	
Invertebrates	Animals	Butterflies	Small Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	otanes sublustris	
Invertebrates	Animals	Butterflies	Small Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	otanes arcana	
Invertebrates	Animals	Butterflies	Small Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	otanes otanes	
Invertebrates	Animals	Butterflies	Arid Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	subterrestris 	
Invertebrates	Animals	Butterflies	Arid Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	subterrestris subterrestris	
Invertebrates	Animals	Butterflies	Arid Bronze Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	subterrestris petrina	
Invertebrates	Animals	Butterflies	Northern Purple Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	zosine 	
Invertebrates	Animals	Butterflies	Northern Purple Azure	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ogyris	zosine zosine	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	sp.	
Invertebrates	Animals	Butterflies	Imperial hairstreak	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	eubulus 	
Invertebrates	Animals	Butterflies	Inland Hairstreak 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	aridus 	
Invertebrates	Animals	Butterflies	Turquoise Hairstreak 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	clementi 	
Invertebrates	Animals	Butterflies	Emerald Hairstreak	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	daemeli 	
Invertebrates	Animals	Butterflies	Northern Hairstreak 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	eichhorni 	
Invertebrates	Animals	Butterflies	Imperial Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	evagoras 	
Invertebrates	Animals	Butterflies	Amethyst Hairstreak	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	icilius 	
Invertebrates	Animals	Butterflies	Stencilled Hairstreak 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	ictinus 	
Invertebrates	Animals	Butterflies	Inous Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	inous 	
Invertebrates	Animals	Butterflies	Inous Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	inous bronwynae	
Invertebrates	Animals	Butterflies	Inous Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	inous inous	
Invertebrates	Animals	Butterflies	Inous Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	inous notocrucifer	
Invertebrates	Animals	Butterflies	Waterhouse's Hairstreak 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	lithochroa 	
Invertebrates	Animals	Butterflies	Macqueen's Hairstreak	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jalmenus	pseudictinus 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	sp.	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda 	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda barringtonensis	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda chlorinda	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda chloris	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda conara	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda myrsilus	
Invertebrates	Animals	Butterflies	Silky Hairstreak  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pseudalmenus	chlorinda zephyrus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	sp.	
Invertebrates	Animals	Butterflies	Flash butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	litoralis 	
Invertebrates	Animals	Butterflies	Orchid Flash	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	danis 	
Invertebrates	Animals	Butterflies	Orchid Flash	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	danis turneri	
Invertebrates	Animals	Butterflies	Black-spotted Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	phorbas 	
Invertebrates	Animals	Butterflies	Black-spotted Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Hypolycaena	phorbas phorbas	
