Category	Kingdom	Group Name	Species Common Name	Taxonomy	Order	Family	Genus	Species	Synonym
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Bindahara	sp.	
Invertebrates	Animals	Butterflies	Sword-tailed Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Bindahara	phocides 	
Invertebrates	Animals	Butterflies	Sword-tailed Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Bindahara	phocides yurgama	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	sp.	
Invertebrates	Animals	Butterflies	White-spotted Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	democles 	
Invertebrates	Animals	Butterflies	White-spotted Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	democles democles	
Invertebrates	Animals	Butterflies	Bright Cornelian 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	diovis 	
Invertebrates	Animals	Butterflies	Dark Cornelian 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	epijarbas 	
Invertebrates	Animals	Butterflies	Dark Cornelian 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	epijarbas dido	
Invertebrates	Animals	Butterflies	Orange-lobed Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	epirus 	
Invertebrates	Animals	Butterflies	Orange-lobed Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	epirus despoena	
Invertebrates	Animals	Butterflies	Princess Flash	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	smilis 	
Invertebrates	Animals	Butterflies	Princess Flash	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Deudorix	smilis dalyensis	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Rapala	sp.	
Invertebrates	Animals	Butterflies	Indigo Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Rapala	varuna 	
Invertebrates	Animals	Butterflies	Indigo Flash 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Rapala	varuna simsoni	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Anthene	sp.	
Invertebrates	Animals	Butterflies	Pale Ciliate-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Anthene	lycaenoides 	
Invertebrates	Animals	Butterflies	Pale Ciliate-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Anthene	lycaenoides godeffroyi	
Invertebrates	Animals	Butterflies	Dark Ciliate-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Anthene	seltuttus 	
Invertebrates	Animals	Butterflies	Dark Ciliate-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Anthene	seltuttus affinis	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	sp.	
Invertebrates	Animals	Butterflies	Golden-rayed Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	noelkeri 	
Invertebrates	Animals	Butterflies	Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	absimilis 	
Invertebrates	Animals	Butterflies	Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	absimilis absimilis	
Invertebrates	Animals	Butterflies	Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	absimilis eastwoodi	
Invertebrates	Animals	Butterflies	Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	absimilis edwardsi	
Invertebrates	Animals	Butterflies	Blotched Dusky-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	acasta 	
Invertebrates	Animals	Butterflies	Dark Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	consimilis 	
Invertebrates	Animals	Butterflies	Dark Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	consimilis consimilis	
Invertebrates	Animals	Butterflies	Dark Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	consimilis goodingi	
Invertebrates	Animals	Butterflies	Dark Pencilled Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	consimilis toza	
Invertebrates	Animals	Butterflies	Copper Pencil-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	cyprotus 	
Invertebrates	Animals	Butterflies	Copper Pencil-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	cyprotus cyprotus	
Invertebrates	Animals	Butterflies	Copper Pencil-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	cyprotus pallescens	
Invertebrates	Animals	Butterflies	Spotted Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	delospila 	
Invertebrates	Animals	Butterflies	Small Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	erinus 	
Invertebrates	Animals	Butterflies	Small Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	erinus erinus	
Invertebrates	Animals	Butterflies	Twin Dusky-blue  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	geminus 	
Invertebrates	Animals	Butterflies	Rayed Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	heathi 	
Invertebrates	Animals	Butterflies	Rayed Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	heathi aeratus	
Invertebrates	Animals	Butterflies	Rayed Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	heathi alpinus	
Invertebrates	Animals	Butterflies	Rayed Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	heathi doddi	
Invertebrates	Animals	Butterflies	Rayed Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	heathi heathi	
Invertebrates	Animals	Butterflies	Shining Pencil-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	helenita 	
Invertebrates	Animals	Butterflies	Shining Pencil-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	helenita helenita	
Invertebrates	Animals	Butterflies	Varied Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	hyacinthinus 	
Invertebrates	Animals	Butterflies	Varied Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	hyacinthinus gilesi	
Invertebrates	Animals	Butterflies	Varied Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	hyacinthinus hyacinthinus	
Invertebrates	Animals	Butterflies	Varied Dusky-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	hyacinthinus simplex	
Invertebrates	Animals	Butterflies	Trident Pencil-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	margarita 	
Invertebrates	Animals	Butterflies	Trident Pencil-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	margarita gilberti	
Invertebrates	Animals	Butterflies	Trident Pencil-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	margarita margarita	
Invertebrates	Animals	Butterflies	Yellow-spot Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Candalides	xanthospilos 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nesolycaena	sp.	
Invertebrates	Animals	Butterflies	Satin Opal  	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nesolycaena	albosericea 	
Invertebrates	Animals	Butterflies	Kimberley Spotted Opal 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nesolycaena	caesia 	
Invertebrates	Animals	Butterflies	Dark Opal 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nesolycaena	medicea 	
Invertebrates	Animals	Butterflies	Spotted Opal 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nesolycaena	urumelia 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nothodanis	sp.	
Invertebrates	Animals	Butterflies	Butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nothodanis	schaeffera 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	sp.	
Invertebrates	Animals	Butterflies	Cobalt Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	amasea 	
Invertebrates	Animals	Butterflies	Cobalt Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	amasea amasea	
Invertebrates	Animals	Butterflies	Pale Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	panormus 	
Invertebrates	Animals	Butterflies	Pale Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	panormus exiguus	
Invertebrates	Animals	Butterflies	Pale Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	panormus papuanus	
Invertebrates	Animals	Butterflies	Pale Pea-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catochrysops	panormus platissa	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	sp.	
Invertebrates	Animals	Butterflies	Papuan Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	ancyra 	
Invertebrates	Animals	Butterflies	Papuan Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	ancyra exponens	
Invertebrates	Animals	Butterflies	Papuan Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	ancyra mysia	
Invertebrates	Animals	Butterflies	Speckled Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	florinda 	
Invertebrates	Animals	Butterflies	Speckled Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	florinda estrella	
Invertebrates	Animals	Butterflies	Speckled Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Catopyrops	florinda halys	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Danis	sp.	
Invertebrates	Animals	Butterflies	Large Green-banded Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Danis	danis 	
Invertebrates	Animals	Butterflies	Large Green-banded Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Danis	danis serapis	
Invertebrates	Animals	Butterflies	Large Green-banded Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Danis	danis syrius	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Erysichton	sp.	
Invertebrates	Animals	Butterflies	Hairy Line-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Erysichton	lineatus 	
Invertebrates	Animals	Butterflies	Hairy Line-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Erysichton	lineatus lineatus	
Invertebrates	Animals	Butterflies	Marbled Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Erysichton	palmyra 	
Invertebrates	Animals	Butterflies	Marbled Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Erysichton	palmyra tasmanicus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Euchrysops	sp.	
Invertebrates	Animals	Butterflies	Spotted Pea-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Euchrysops	cnejus 	
Invertebrates	Animals	Butterflies	Spotted Pea-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Euchrysops	cnejus cnejus	
Invertebrates	Animals	Butterflies	Spotted Pea-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Euchrysops	cnejus cnidus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Everes	sp.	
Invertebrates	Animals	Butterflies	Orange-tipped Pea-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Everes	lacturnus 	
Invertebrates	Animals	Butterflies	Orange-tipped Pea-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Everes	lacturnus australis	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Famegana	sp.	
Invertebrates	Animals	Butterflies	Black-spotted Grass-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Famegana	alsulus 	
Invertebrates	Animals	Butterflies	Black-spotted Grass-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Famegana	alsulus alsulus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Freyeria	sp.	
Invertebrates	Animals	Butterflies	Jewelled Grass-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Freyeria	putli 	
Invertebrates	Animals	Butterflies	Jewelled Grass-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Freyeria	putli putli	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ionolyce	sp.	
Invertebrates	Animals	Butterflies	Bronze Lineblue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ionolyce	helicon 	
Invertebrates	Animals	Butterflies	Bronze Lineblue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ionolyce	helicon caracalla	
Invertebrates	Animals	Butterflies	Bronze Lineblue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Ionolyce	helicon hyllus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	sp.	
Invertebrates	Animals	Butterflies	Cerulean Butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	nemophila 	
Invertebrates	Animals	Butterflies	Cerulean Butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	nemophila nemophila	
Invertebrates	Animals	Butterflies	White-banded Cerulean 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	aleuas 	
Invertebrates	Animals	Butterflies	White-banded Cerulean 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	aleuas coelestis	
Invertebrates	Animals	Butterflies	Shining Cerulean 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	amarauge 	
Invertebrates	Animals	Butterflies	Pale Cerulean	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	cyta 	
Invertebrates	Animals	Butterflies	Pale Cerulean	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	cyta claudia	
Invertebrates	Animals	Butterflies	Purple Cerulean 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Jamides	phaseli 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Lampides	sp.	
Invertebrates	Animals	Butterflies	Long-tailed Pea-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Lampides	boeticus 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Leptotes	sp.	
Invertebrates	Animals	Butterflies	Zebra Blue (Plumbago Blue)	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Leptotes	plinius 	
Invertebrates	Animals	Butterflies	Zebra Blue (Plumbago Blue)	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Leptotes	plinius pseudocassius	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Megisba	sp.	
Invertebrates	Animals	Butterflies	Small Pied Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Megisba	strongyle 	
Invertebrates	Animals	Butterflies	Small Pied Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Megisba	strongyle nigra	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	sp.	
Invertebrates	Animals	Butterflies	Line-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	calauria 	
Invertebrates	Animals	Butterflies	Line-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	calauria calauria	
Invertebrates	Animals	Butterflies	Large Purple Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	berenice 	
Invertebrates	Animals	Butterflies	Large Purple Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	berenice berenice	
Invertebrates	Animals	Butterflies	Two-spotted Line-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	biocellata 	
Invertebrates	Animals	Butterflies	Two-spotted Line-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	biocellata biocellata	
Invertebrates	Animals	Butterflies	Green-banded Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	cyanea 	
Invertebrates	Animals	Butterflies	Green-banded Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	cyanea arinia	
Invertebrates	Animals	Butterflies	Green-banded Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	cyanea manto	
Invertebrates	Animals	Butterflies	White-banded Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	kurava 	
Invertebrates	Animals	Butterflies	White-banded Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	kurava felsina	
Invertebrates	Animals	Butterflies	White-banded Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	kurava parma	
Invertebrates	Animals	Butterflies	Large Four-Line Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	pactolus 	
Invertebrates	Animals	Butterflies	Large Four-Line Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Nacaduba	pactolus cela	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	sp.	
Invertebrates	Animals	Butterflies	Fringed Heath-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	agricola 	
Invertebrates	Animals	Butterflies	Fringed Heath-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	agricola agricola	
Invertebrates	Animals	Butterflies	Fringed Heath-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	agricola insulana	
Invertebrates	Animals	Butterflies	Fringed Heath-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	agricola occidens	
Invertebrates	Animals	Butterflies	Montane Heath-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	hobartensis 	
Invertebrates	Animals	Butterflies	Montane Heath-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	hobartensis hobartensis	
Invertebrates	Animals	Butterflies	Montane Heath-Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	hobartensis monticola	
Invertebrates	Animals	Butterflies	Dull Heath-Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neolucia	mathewi 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neopithecops	sp.	
Invertebrates	Animals	Butterflies	Devil's Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neopithecops	lucifer 	
Invertebrates	Animals	Butterflies	Devil's Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Neopithecops	lucifer heria	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Petrelaea	sp.	
Invertebrates	Animals	Butterflies	Mauve Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Petrelaea	tombugensis 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pithecops	sp.	
Invertebrates	Animals	Butterflies	Pied Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pithecops	dionisius 	
Invertebrates	Animals	Butterflies	Pied Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Pithecops	dionisius dionisius	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	sp.	
Invertebrates	Animals	Butterflies	Line-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	gracilis 	
Invertebrates	Animals	Butterflies	Line-blue butterfly - no common name	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	gracilis gracilis	
Invertebrates	Animals	Butterflies	Purple Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	dubiosa 	
Invertebrates	Animals	Butterflies	Purple Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	dubiosa lumpura	
Invertebrates	Animals	Butterflies	Purple Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	dubiosa dubiosa	
Invertebrates	Animals	Butterflies	Small-tailed Line Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	felderi 	
Invertebrates	Animals	Butterflies	Long-tailed Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	nora 	
Invertebrates	Animals	Butterflies	Long-tailed Line-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Prosotas	nora auletes	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Psychonotis	sp.	
Invertebrates	Animals	Butterflies	Small Green-banded Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Psychonotis	caelius 	
Invertebrates	Animals	Butterflies	Small Green-banded Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Psychonotis	caelius taygetus	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Sahulana	sp.	
Invertebrates	Animals	Butterflies	Glistening Line-blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Sahulana	scintillata 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	sp.	
Invertebrates	Animals	Butterflies	Bitter-bush Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	albocinctus 	
Invertebrates	Animals	Butterflies	Western Bitter-bush Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	hesperia 	
Invertebrates	Animals	Butterflies	Western Bitter-bush Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	hesperia hesperia	
Invertebrates	Animals	Butterflies	Western Bitter-bush Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	hesperia littoralis	
Invertebrates	Animals	Butterflies	Wattle Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	miskini 	
Invertebrates	Animals	Butterflies	Wattle Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	miskini arnoldi	
Invertebrates	Animals	Butterflies	Wattle Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	miskini eucalypti	
Invertebrates	Animals	Butterflies	Wattle Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	miskini miskini	
Invertebrates	Animals	Butterflies	Cycad Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	onycha 	
Invertebrates	Animals	Butterflies	Cycad Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	onycha capricornia	
Invertebrates	Animals	Butterflies	Cycad Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	onycha onycha	
Invertebrates	Animals	Butterflies	Saltbush Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	serpentatus 	
Invertebrates	Animals	Butterflies	Saltbush Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	serpentatus lavara	
Invertebrates	Animals	Butterflies	Saltbush Blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	serpentatus serpentatus	
Invertebrates	Animals	Butterflies	Samphire Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Theclinesthes	sulpitius 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Udara	sp.	
Invertebrates	Animals	Butterflies	Delicate Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Udara	tenella 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizeeria	sp.	
Invertebrates	Animals	Butterflies	Spotted Grass-blue 	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizeeria	karsandra 	
Invertebrates	Animals	Butterflies	Butterfly	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizina	sp.	
Invertebrates	Animals	Butterflies	Lesser Grass Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizina	otis 	
Invertebrates	Animals	Butterflies	Lesser Grass Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizina	otis lysizone	
Invertebrates	Animals	Butterflies	Lesser Grass Blue	Animalia: Arthropoda: Insecta	Lepidoptera	Lycaenidae	Zizina	otis labdalon	
